	qid	question	timestamp
3515	5315	I can't produce a title for a vehicle I just traded	Feb 3 at 16:50
3516	5317	Evaluating an endowment policy for its fairness against other tax saving options in India such as PPF, EPF and even FDs	Jul 27 '16 at 15:51
3517	5318	Do I have to explicitly apply for claim of tax rebate u/s 87A in India	Mar 8 '16 at 13:34
3518	5320	Could ignoring sunk costs be used to make an investment look more attractive when it's really not?	Nov 1 at 20:05
3519	5321	I would like to publicly share the details of my investment portfolio. What websites add value in this regard?	May 4 '11 at 11:11
3520	5323	At what damage amount should I pursue a homeowner's insurance claim?	Jan 8 '16 at 17:27
3521	5324	Good way to record currency conversion transactions in personal accounting software?	Dec 26 '12 at 8:45
3522	5325	3-year horizon before trading up to next home: put windfall in savings, or pay off mortgage?	Feb 24 '14 at 14:32
3523	5326	Should I use a TSP loan?	Aug 16 at 3:08
3524	5327	How to start investing/thinking about money as a young person?	Jul 6 '13 at 22:22
3525	5328	Any other options for cash-out/construction loans?	Apr 13 at 12:25
3526	5329	Should I take a personal loan for my postgraduate studies?	Mar 8 '16 at 7:06
3527	5330	In Canada, are options available to subsidize conversion of a house into an energy efficient house?	Jan 29 '11 at 1:26
3528	5331	Exercises of employee share options	Sep 27 at 5:17
3529	5333	Term loan overpayment options: applied to principal, or…?	Dec 23 '16 at 14:31
3530	5334	Should I carry less renter's insurance if I can self-insure?	Jul 3 at 22:17
3531	5335	Using credit cards online: is it safe?	May 28 '14 at 15:13
3532	5337	Can a F-1 student visa holder loan a car from bmw?	May 26 '16 at 15:37
3533	5341	Is it beneficial to my credit score if I close my youngest credit lines while preserving my current credit utilization rate?	Sep 21 '15 at 6:40
3534	5343	“International credit report” for French nationals?	Dec 16 '16 at 14:00
3535	5346	Rent home temporarily with new owner occupied loan	Jun 20 at 4:49
3536	5347	car loan life insurance	Dec 8 '13 at 2:48
3537	5348	Calculate a weekly payment on a loan when payment is a month away	May 24 at 3:09
3538	5349	Do I have to repay the First-Time Homebuyers tax credit if I refinance?	Sep 10 '11 at 0:15
3539	5350	How can I get a mortgage I can't afford?	Jun 14 '12 at 14:28
3540	5351	I co-signed a car but i am listed as the primary account holder for the loan	Oct 11 '15 at 2:16
3541	5352	Where to find site with earnings calendar?	Dec 1 '13 at 3:41
3542	5355	best free web app or tools to track one's cash flow 	Jun 26 '12 at 20:15
3543	5356	Historical stock prices: Where to find free / low cost data for offline analysis? 	Aug 20 '10 at 12:10
3544	5357	Book or web site resources for an absolute beginner to learn about stocks and investing? 	Aug 20 '13 at 19:40
3545	5359	Where can I find the nominal price of a stock prior a split into multiple companies?	Apr 13 at 12:25
3546	5360	How to buy out one person's share of a jointly owned vehicle with the lowest taxes and fees	May 9 '16 at 15:39
3547	5364	What is the best use of “spare” money?	May 28 '14 at 8:24
3548	5367	Buying a house for a shorter term	Feb 19 '13 at 22:04
3549	5368	Why not pay in full upfront for a car?	Apr 13 at 12:25
3550	5369	Paying for things on credit and immediately paying them off: any help for credit rating?	Jun 3 '14 at 9:05
3551	5370	How should my brother and I structure our real estate purchase?	Aug 30 '16 at 16:36
3552	5371	Buying a car - advice needed	Feb 7 '12 at 17:57
3553	5373	How much does a landlord pay in taxes?	Jun 23 '16 at 16:32
3554	5374	What were the main causes of the spike and drop of DRYS's stock price?	Apr 13 at 22:59
3555	5376	Can a bank statement be submitted as a proof of investment?	Feb 16 '15 at 4:13
3556	5377	Google free real-time stock quotes	Apr 3 '11 at 12:02
3557	5379	Interest on Amount Exceeding CC Balance?	Jan 23 '14 at 21:57
3558	5380	Can somebody explain “leveraged debt investment positions” and “exposures” in this context for me, please?	Mar 23 '16 at 13:11
3559	5381	Question about large capital gain	Oct 9 '13 at 20:40
3560	5382	What is the 'real' monthly cost of a car?	Feb 6 at 13:44
3561	5383	How to plan in a budget for those less frequent but mid-range expensive buys?	Mar 25 '11 at 15:18
3562	5384	Do individual stocks have futures trading	Jan 25 '15 at 17:29
3563	5385	What percent of a company are you buying when you purchase stock?	Feb 24 at 20:24
3564	5387	United Kingdom: Where to save money for a property deposit	Mar 20 '15 at 12:31
3565	5388	Wash sale rules in India (NSE/BSE)	Dec 22 '16 at 11:30
3566	5389	What is the Average Yield on High-Grade Corporate Bonds as of Now?	Mar 28 '15 at 20:03
3567	5390	Definition of “secular” in the context of markets?	Aug 23 '10 at 17:33
3568	5391	effect of bond issue on income statement 	Sep 15 '16 at 3:50
3569	5395	In NYC is there sales tax on services like computer / cell phone repair?	Aug 6 '15 at 5:39
3570	5397	What is the correct pronunciation of CAGR?	Jan 13 at 18:20
3571	5398	Is it legal to charge interest on interest?	Jul 10 at 5:05
3572	5401	Trading an FHA loan to bank for an REO	Mar 10 '15 at 17:47
3573	5402	Is it impossible to get a home loan with a poor credit history after a divorce?	Jun 21 '14 at 15:22
3574	5405	Pay off car or use money for down payment	Jun 4 '15 at 18:09
3575	5406	22-year-old inherited 30k from 529 payout - what is the best way to invest?	Mar 18 at 13:11
3576	5407	Company revenue increased however stock price did not	Jul 19 at 19:14
3577	5408	What college degree should I pursue to learn about stock and forex markets?	Aug 30 '13 at 3:59
3578	5410	Dealership made me the secondary owner to my own car	Jan 12 at 23:46
3579	5412	Why is it good to borrow money to buy a house?	Sep 14 '15 at 6:39
3580	5413	First time home buyer. How to negotiate price?	Oct 21 '15 at 13:52
3581	5415	First time investing advice (Canada)	Oct 31 '13 at 5:16
3582	5418	Calculate investment's interest rate to break-even insurance cost [duplicate]	Feb 27 at 16:47
3583	5422	What are some good books for learning stocks, bonds, derivatives e.t.c for beginner with a math background?	Aug 21 '15 at 16:29
3584	5425	Keeping our current home (second property) as a rental. Will it interfere with purchasing a third home?	May 10 '12 at 3:22
3585	5427	How do auto-loan payments factor into taxes for cars that are solely used by dependent(s)?	Apr 8 '14 at 7:33
3586	5428	Can you help me find an ETF Selection website that evaluates my ETF holdings?	Apr 4 '11 at 16:48
3587	5429	Evidence for timing market in the short run?	Feb 15 '16 at 5:16
3588	5432	Can my rent to own equity be used as a downpayment?	Jul 26 '12 at 20:28
3589	5433	Possible replacement for Quicken	Aug 22 '10 at 22:40
3590	5434	Questioning my Realtor	Aug 1 '15 at 21:46
3591	5435	Getting over that financial unease? Budgeting advice	Jul 2 '14 at 0:30
3592	5437	Mitigate Effects Of Credit With Tangible Money	Feb 1 at 18:30
3593	5439	Should I get a auto loan to diversify my credit lines if I have the cash to pay upfront	Aug 3 '16 at 21:40
3594	5440	Is CFD a viable option for long-term trading?	Mar 18 '14 at 11:43
3595	5446	Where I can find S&P 500 stock data history? 	Apr 17 at 11:47
3596	5451	My ex sold our car that still had money owed 	Aug 12 '15 at 11:56
3597	5453	Shareholders meetings — the announcement of significant news	Feb 21 '12 at 18:31
3598	5454	Online service that computes implied volatility 	Aug 6 at 19:45
3599	5455	Outstanding car bill, and I am primary but have not driven it for 2 years	Aug 9 at 16:42
3600	5458	How can I get a home loan within 2 years of bankruptcy?	Feb 23 '13 at 8:42
3601	5460	Paying off a loan with a loan to get a better interest rate	Apr 4 '16 at 20:43
3602	5461	Refinancing a vehicle, longer term with extra in the kitty, or shorter term and just make scheduled payment?	Mar 3 '12 at 3:50
3603	5462	Accounting for currency depreciation	Oct 27 at 16:16
3604	5463	Remitting Money To India Towards Home Loan Repayment	Feb 9 '16 at 5:56
3605	5464	Resources on Buying Rental Properties	Dec 31 '15 at 14:11
3606	5465	How can I get the car refinanced under my name if my girlfriend signed for the loan?	Feb 27 '14 at 18:14
3607	5466	How to pay for Alzheimer's care?	Dec 10 '13 at 17:59
3608	5467	What are my tax-advantaged investment options at a university job?	Nov 1 at 20:28
3609	5468	Historical data files for NYSE/NASDAQ daily open/close price data?	Aug 6 '11 at 13:19
3610	5471	Where can one find intraday prices for mutual funds?	Sep 10 '10 at 15:51
3611	5477	Are REIT worth it and is it a good option to generate passive income for a while?	Dec 5 '16 at 3:03
3612	5479	What is the best approach to save money for College for three kids?	Feb 4 '13 at 17:58
3613	5480	Is it possible to know the probability that a trade is successful?	Feb 28 '16 at 7:42
3614	5483	Ways to get individual securities from ETF's	Oct 1 '16 at 0:27
3615	5485	Will an ETF increase in price if an underlying stock increases in price	Jan 24 '14 at 15:34
3616	5487	Any Loop Holes for Owner Occupancy?	Nov 10 '14 at 2:44
3617	5488	What ETF or other security tracks closest to 30 year mortgage rates?	Aug 9 '11 at 13:57
3618	5489	Is there a good forum where I can discuss individual US stocks? 	Nov 16 '10 at 15:46
3619	5491	Historical P/E ratios of small-cap vs. large-cap stocks?	Dec 1 '15 at 15:27
3620	5492	What is a good way to keep track of your credit card transactions, to reduce likelihood of fraud?	Jun 30 '11 at 11:45
3621	5493	Separating money in bank account without opening another account	Jan 19 '13 at 3:56
3622	5495	Source(s) for hourly euro/usd exchange rate historic data?	Jan 2 '12 at 16:09
3623	5496	When I pay off my mortgage loan, what would really happen?	Aug 4 '10 at 20:00
3624	5497	What kinds of exchange-traded funds (ETFs) should specifically be avoided?	Apr 12 at 7:29
3625	5499	Passive vs. active investing past performance comparison/data?	Mar 24 '15 at 14:58
3626	5500	Should I switch to this high rate checking account for my emergency fund?	Apr 13 at 12:25
3627	5501	Is it possible to be subject to cash withdrawal even if you don't use ATM?	Jul 2 '15 at 20:21
3628	5503	Tax considerations for selling a property below appraised value to family?	Jul 29 '13 at 20:18
3629	5504	Pay down on second mortage when underwater?	Jul 5 '12 at 4:56
3630	5505	Can I deduct interest and fees on a loan for qualified medical expenses?	Feb 4 '16 at 18:02
3631	5507	Why is there so much interest on home loans?	Jun 11 '16 at 17:12
3632	5508	what is shareholders' Equity in balance sheets?	Aug 27 '14 at 19:56
3633	5509	Dad paying for my new home in cash. How can I buy the house from him?	Aug 14 '14 at 20:55
3634	5511	Pay off car loan entirely or leave $1 until the end of the loan period?	Feb 11 '16 at 20:52
3635	5512	How should I choose an additional retirement investment plan?	Oct 8 '16 at 11:20
3636	5513	Can you explain why these items are considered negatives on my credit report?	Jul 20 '16 at 13:19
3637	5515	Is the Chrysler extended warranty coverage worth it?	Jun 4 '14 at 4:22
3638	5517	Does a larger down payment make an offer stronger?	Mar 28 at 20:36
3639	5519	Can an immigrant get a mortgage in the us?	Aug 7 '15 at 21:02
3640	5521	Like a Roth IRA for intellectual property, offshore assignment?	Sep 14 '16 at 23:58
3641	5522	In the UK, could low-income pensioners (or those near a low-income retirement) find a student loan useful for boosting their finances? 	Aug 22 at 22:21
3642	5524	Sell home to buy another home for cash	Feb 23 at 19:19
3643	5525	Is it worth it to reconcile my checking/savings accounts every month?	Oct 7 '10 at 4:23
3644	5526	Helping girlfriend accelerate credit score improvement	Nov 20 '16 at 10:19
3645	5527	How can I tell if this internet sales manager is telling me the real “true cost” of a new car to the dealer	Dec 19 '16 at 17:49
3646	5528	How to fund sabbatical to prepare house for sale?	Aug 4 '15 at 19:51
3647	5530	Complete Opposite Calculations and Opinions - Using Loan to Invest - Paying Monthly Installments with Monthly Income	Apr 13 at 12:25
3648	5532	First time investing in real-estate, looks decent?	May 31 at 0:03
3649	5534	How does “taking over payments” work?	Jan 5 '11 at 22:51
3650	5537	What is title insurance, and should I get title insurance for my home?	May 13 '10 at 22:59
3651	5538	Any good software for value investment? 	Jun 7 '13 at 21:04
3652	5539	How can risk-reward relationship exist, since the losses due to the risk should offset the reward?	Dec 14 '16 at 23:25
3653	5540	What does PMI mean?	Apr 11 '11 at 2:07
3654	5542	Refinance a land loan into a mortgage loan	Jan 22 '16 at 0:43
3655	5544	Line of credit for investment	Jul 24 at 3:03
3656	5545	Calculating theoretical Present Value	Feb 25 '16 at 6:46
3657	5548	Can value from labor provided to oneself be taxed?	Aug 3 '15 at 21:12
3658	5549	Pros / cons of being more involved with IRA investments [duplicate]	Jun 30 at 14:32
3659	5552	How do I choose 401k investment funds?	Aug 17 '11 at 17:52
3660	5554	Question about being a resident	Oct 13 at 17:39
3661	5555	Will I always be able to get a zero-interest credit card?	May 11 at 2:21
3662	5556	Are there any funds tracking INDEXDJX:REIT?	May 24 '11 at 10:44
3663	5558	Why are fund managers' average/minimum purchase price from form 13F the same?	May 19 '13 at 21:30
3664	5561	What is the incentive for a bank to refinance a mortgage at a lower rate?	Jul 28 '11 at 3:46
3665	5562	What are good games to play to teach young children about saving money?	Jan 12 '10 at 14:34
3666	5563	Is refinancing my auto loan just to avoid dealing with the lender that issued it a crazy idea?	Oct 22 at 1:48
3667	5564	How to see a portfolio's overall profit or loss on Yahoo Finance?	May 5 '13 at 13:43
3668	5566	How do I factor dividends and yield into the performance of a security?	Apr 13 at 12:25
3669	5567	How much in cash equivalents should I keep in the bank? [duplicate]	Apr 13 at 12:25
3670	5568	Need something more basic than a financial advisor or planner	Jan 20 '15 at 23:30
3671	5569	What's the difference between “Index” and “Accumulation” tracker funds?	Mar 21 '15 at 10:10
3672	5570	Can future rental income be applied to present debt-to-income ratio when applying for second mortgage?	Nov 9 '13 at 3:23
3673	5571	How can I compare having accounts at various banks without opening an account?	Jun 4 '15 at 1:13
